awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1958,Chemistry,The Nobel Prize in Chemistry,1,"$214,559","$2,646,698",,received,"for his work on the structure of proteins, especially that of insulin",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1958,222,Frederick Sanger,Frederick Sanger,Frederick,Sanger,Frederick Sanger,,male,http://masterdataapi.nobelprize.org/2/laureate/222,"August 13, 1918",Rendcombe,Rendcombe,Europe,United Kingdom,United Kingdom,"Rendcombe, United Kingdom","November 19, 2013",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1997,Chemistry,The Nobel Prize in Chemistry,1,"$7,500,000","$9,572,839","October 15, 1997",received,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1997,287,Paul D. Boyer,Paul D. Boyer,Paul D.,Boyer,Paul D. Boyer,,male,http://masterdataapi.nobelprize.org/2/laureate/287,"July 31, 1918","Provo, UT","Provo, UT",North America,USA,USA,"Provo, UT, USA","June 2, 2018","Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,,,,,,,,,,Individual,,,"University of California, Los Angeles, CA, USA",,,
1993,Peace,The Nobel Peace Prize,1,"$6,700,000","$9,044,276","October 15, 1993",received,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1993,555,Nelson Mandela,Nelson Mandela,Nelson,Mandela,Nelson Rolihlahla Mandela,,male,http://masterdataapi.nobelprize.org/2/laureate/555,"July 18, 1918",Qunu,Qunu,Africa,South Africa,South Africa,"Qunu, South Africa","December 5, 2013",Johannesburg,Johannesburg,Africa,South Africa,South Africa,"Johannesburg, South Africa",,,,,,,,,,,Individual,South Africa,,,,,
1994,Physics,The Nobel Prize in Physics,1,"$7,000,000","$9,249,471","October 12, 1994",received,for the development of neutron spectroscopy,for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1994,145,Bertram N. Brockhouse,Bertram N. Brockhouse,Bertram N.,Brockhouse,Bertram N. Brockhouse,,male,http://masterdataapi.nobelprize.org/2/laureate/145,"July 15, 1918","Lethbridge, Alberta","Lethbridge, Alberta",North America,Canada,Canada,"Lethbridge, Alberta, Canada","October 13, 2003","Hamilton, Ontario","Hamilton, Ontario",North America,Canada,Canada,"Hamilton, Ontario, Canada",,,,,,,,,,,Individual,,,"McMaster University, Hamilton, Ontario, Canada",,,
1985,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$1,800,000","$3,843,964","October 15, 1985",received,for his pioneering analyses of saving and of financial markets,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1985,699,Franco Modigliani,Franco Modigliani,Franco,Modigliani,Franco Modigliani,,male,http://masterdataapi.nobelprize.org/2/laureate/699,"June 18, 1918",Rome,Rome,Europe,Italy,Italy,"Rome, Italy","September 25, 2003","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1985,Chemistry,The Nobel Prize in Chemistry,2,"$1,800,000","$3,843,964","October 15, 1985",received,for their outstanding achievements in the development of direct methods for the determination of crystal structures,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,263,Jerome Karle,Jerome Karle,Jerome,Karle,Jerome Karle,,male,http://masterdataapi.nobelprize.org/2/laureate/263,"June 18, 1918","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","June 6, 2013",,,,,,N/A,,,,,,,,,,,Individual,,,"US Naval Research Laboratory, Washington, DC, USA",,,
1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$6,500,000","$9,184,250",,received,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1992,447,Edwin G. Krebs,Edwin G. Krebs,Edwin G.,Krebs,Edwin G. Krebs,,male,http://masterdataapi.nobelprize.org/2/laureate/447,"June 6, 1918","Lansing, IA","Lansing, IA",North America,USA,USA,"Lansing, IA, USA","December 21, 2009","Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,,,Individual,,,"University of Washington, Seattle, WA, USA",,,
1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$7,200,000","$9,278,351","October 9, 1995",received,for their discoveries concerning the genetic control of early embryonic development,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1995,452,Edward B. Lewis,Edward B. Lewis,Edward B.,Lewis,Edward B. Lewis,,male,http://masterdataapi.nobelprize.org/2/laureate/452,"May 20, 1918","Wilkes-Barre, PA","Wilkes-Barre, PA",North America,USA,USA,"Wilkes-Barre, PA, USA","July 21, 2004","Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1965,Physics,The Nobel Prize in Physics,3,"$282,000","$2,782,895",,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,86,Richard P. Feynman,Richard P. Feynman,Richard P.,Feynman,Richard P. Feynman,,male,http://masterdataapi.nobelprize.org/2/laureate/86,"May 11, 1918","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","February 15, 1988","Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1981,Physics,The Nobel Prize in Physics,3,"$1,000,000","$2,929,688","October 19, 1981",received,for his contribution to the development of high-resolution electron spectroscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,120,Kai M. Siegbahn,Kai M. Siegbahn,Kai M.,Siegbahn,Kai M. Siegbahn,,male,http://masterdataapi.nobelprize.org/2/laureate/120,"April 20, 1918",Lund,Lund,Europe,Sweden,Sweden,"Lund, Sweden","July 20, 2007",Ängelholm,Ängelholm,Europe,Sweden,Sweden,"Ängelholm, Sweden",,,,,,,,,,,Individual,,,"Uppsala University, Uppsala, Sweden",,,
1995,Physics,The Nobel Prize in Physics,2,"$7,200,000","$9,278,351","October 11, 1995",received,for the detection of the neutrino,for pioneering experimental contributions to lepton physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1995,148,Frederick Reines,Frederick Reines,Frederick,Reines,Frederick Reines,,male,http://masterdataapi.nobelprize.org/2/laureate/148,"March 16, 1918","Paterson, NJ","Paterson, NJ",North America,USA,USA,"Paterson, NJ, USA","August 26, 1998","Orange, CA","Orange, CA",North America,USA,USA,"Orange, CA, USA",,,,,,,,,,,Individual,,,"University of California, Irvine, CA, USA",,,
1981,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$1,000,000","$2,929,688","October 13, 1981",received,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1981,695,James Tobin,James Tobin,James,Tobin,James Tobin,,male,http://masterdataapi.nobelprize.org/2/laureate/695,"March 5, 1918","Champaign, IL","Champaign, IL",North America,USA,USA,"Champaign, IL, USA","March 11, 2002","New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,,,,,,,,,,Individual,,,"Yale University, New Haven, CT, USA",,,
1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$220,678","$2,704,387",,received,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1959,368,Arthur Kornberg,Arthur Kornberg,Arthur,Kornberg,Arthur Kornberg,,male,http://masterdataapi.nobelprize.org/2/laureate/368,"March 3, 1918","Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA","October 26, 2007","Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1965,Physics,The Nobel Prize in Physics,2,"$282,000","$2,782,895",,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,85,Julian Schwinger,Julian Schwinger,Julian,Schwinger,Julian Schwinger,,male,http://masterdataapi.nobelprize.org/2/laureate/85,"February 12, 1918","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","July 16, 1994","Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$2,500,000","$4,645,689",,received,for their discoveries of important principles for drug treatment,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1988,438,Gertrude B. Elion,Gertrude B. Elion,Gertrude B.,Elion,Gertrude B. Elion,,female,http://masterdataapi.nobelprize.org/2/laureate/438,"January 23, 1918","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","February 21, 1999","Chapel Hill, NC","Chapel Hill, NC",North America,USA,USA,"Chapel Hill, NC, USA",,,,,,,,,,,Individual,,,"Wellcome Research Laboratories, Research Triangle Park, NC, USA",,,
1972,Literature,The Nobel Prize in Literature,1,"$480,000","$3,345,725",,received,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1972,647,Heinrich Böll,Heinrich Böll,Heinrich,Böll,Heinrich Böll,,male,http://masterdataapi.nobelprize.org/2/laureate/647,"December 21, 1917",Cologne,Cologne,Europe,Germany,Germany,"Cologne, Germany","July 16, 1985",Bornheim-Merten,Bornheim-Merten,Europe,West Germany,Germany,"Bornheim-Merten, West Germany (now Germany)",,,,,,,,,,,Individual,Germany,,,,,
1975,Physics,The Nobel Prize in Physics,3,"$630,000","$3,404,179","October 17, 1975",received,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1975,104,James Rainwater,James Rainwater,James,Rainwater,Leo James Rainwater,,male,http://masterdataapi.nobelprize.org/2/laureate/104,"December 9, 1917","Council, ID","Council, ID",North America,USA,USA,"Council, ID, USA","March 31, 1986","Yonkers, NY","Yonkers, NY",North America,USA,USA,"Yonkers, NY, USA",,,,,,,,,,,Individual,,,"Columbia University, New York, NY, USA",,,
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$265,000","$2,839,286",,received,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963,377,Andrew Huxley,Andrew Huxley,Andrew,Huxley,Andrew Fielding Huxley,,male,http://masterdataapi.nobelprize.org/2/laureate/377,"November 22, 1917",Hampstead,Hampstead,Europe,United Kingdom,United Kingdom,"Hampstead, United Kingdom","May 30, 2012",Grantchester,Grantchester,Europe,United Kingdom,United Kingdom,"Grantchester, United Kingdom",,,,,,,,,,,Individual,,,"University College, London, United Kingdom",,,
1972,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$480,000","$3,345,725",,received,for their discoveries concerning the chemical structure of antibodies,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1972,399,Rodney R. Porter,Rodney R. Porter,Rodney R.,Porter,Rodney R. Porter,,male,http://masterdataapi.nobelprize.org/2/laureate/399,"October 8, 1917",Newton-le-Willows,Newton-le-Willows,Europe,United Kingdom,United Kingdom,"Newton-le-Willows, United Kingdom","September 6, 1985",Winchester,Winchester,Europe,United Kingdom,United Kingdom,"Winchester, United Kingdom",,,,,,,,,,,Individual,,,"University of Oxford, Oxford, United Kingdom",,,
1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$550,000","$3,263,449",,received,for their discoveries concerning the structural and functional organization of the cell,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1974,404,Christian de Duve,Christian de Duve,Christian,de Duve,Christian de Duve,,male,http://masterdataapi.nobelprize.org/2/laureate/404,"October 2, 1917",Thames Ditton,Thames Ditton,Europe,United Kingdom,United Kingdom,"Thames Ditton, United Kingdom","May 4, 2013",Nethen,Nethen,Europe,Belgium,Belgium,"Nethen, Belgium",,,,,,,,,,,Individual,,,"Rockefeller University, New York, NY, USA","Université Catholique de Louvain, Louvain, Belgium",,
1975,Chemistry,The Nobel Prize in Chemistry,1,"$630,000","$3,404,179","October 17, 1975",received,for his work on the stereochemistry of enzyme-catalyzed reactions,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1975,247,John Cornforth,John Cornforth,John,Cornforth,John Warcup Cornforth,,male,http://masterdataapi.nobelprize.org/2/laureate/247,"September 7, 1917",Sydney,Sydney,Oceania,Australia,Australia,"Sydney, Australia","December 8, 2013",,,,,,N/A,,,,,,,,,,,Individual,,,"University of Sussex, Brighton, United Kingdom",,,
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$10,000,000","$11,301,989","October 15, 2007",received,for having laid the foundations of mechanism design theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,820,Leonid Hurwicz,Leonid Hurwicz,Leonid,Hurwicz,Leonid Hurwicz,,male,http://masterdataapi.nobelprize.org/2/laureate/820,"August 21, 1917",Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia","June 24, 2008","Minneapolis, MN","Minneapolis, MN",North America,USA,USA,"Minneapolis, MN, USA",,,,,,,,,,,Individual,,,"University of Minnesota, Minneapolis, MN, USA",,,
2002,Chemistry,The Nobel Prize in Chemistry,1,"$10,000,000","$12,034,660","October 9, 2002",received,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,for the development of methods for identification and structure analyses of biological macromolecules,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2002,756,John B. Fenn,John B. Fenn,John B.,Fenn,John B. Fenn,,male,http://masterdataapi.nobelprize.org/2/laureate/756,"June 15, 1917","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","December 10, 2010","Richmond, VA","Richmond, VA",North America,USA,USA,"Richmond, VA, USA",,,,,,,,,,,Individual,,,"Virginia Commonwealth University, Richmond, VA, USA",,,
2001,Chemistry,The Nobel Prize in Chemistry,1,"$10,000,000","$12,295,082","October 10, 2001",received,for their work on chirally catalysed hydrogenation reactions,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2001,741,William Knowles,William Knowles,William,Knowles,William S. Knowles,,male,http://masterdataapi.nobelprize.org/2/laureate/741,"June 1, 1917","Taunton, MA","Taunton, MA",North America,USA,USA,"Taunton, MA, USA","June 13, 2012","Chesterfield, MO","Chesterfield, MO",North America,USA,USA,"Chesterfield, MO, USA",,,,,,,,,,,Individual,"St. Louis, MO, USA",,,,,
1965,Chemistry,The Nobel Prize in Chemistry,1,"$282,000","$2,782,895",,received,for his outstanding achievements in the art of organic synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1965,231,Robert B. Woodward,Robert B. Woodward,Robert B.,Woodward,Robert Burns Woodward,,male,http://masterdataapi.nobelprize.org/2/laureate/231,"April 10, 1917","Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA","July 8, 1979","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1962,Chemistry,The Nobel Prize in Chemistry,2,"$257,220","$2,836,985",,received,for their studies of the structures of globular proteins,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1962,227,John C. Kendrew,John C. Kendrew,John C.,Kendrew,John Cowdery Kendrew,,male,http://masterdataapi.nobelprize.org/2/laureate/227,"March 24, 1917",Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom","August 23, 1997",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1985,Chemistry,The Nobel Prize in Chemistry,1,"$1,800,000","$3,843,964","October 15, 1985",received,for their outstanding achievements in the development of direct methods for the determination of crystal structures,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,262,Herbert A. Hauptman,Herbert A. Hauptman,Herbert A.,Hauptman,Herbert A. Hauptman,,male,http://masterdataapi.nobelprize.org/2/laureate/262,"February 14, 1917","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","October 23, 2011","Buffalo, NY","Buffalo, NY",North America,USA,USA,"Buffalo, NY, USA",,,,,,,,,,,Individual,,,"The Medical Foundation of Buffalo, Buffalo, NY, USA",,,
